Culture,Criticality,CriticalityModifier,InitialKnown,InterDependency,Dynamism,Size,Plan,TeamSize,$>cost,$<completion,$>idle
0.85499392467,1.06838854129,2.86822457648,0.540996326934,7.96599421524,1.9542739208,0.855715870517,4.48070580308,33.0081193814,157.33192155,0.8,0.2
0.195753535997,0.982760877155,4.04447284012,0.669852381399,60.6704497617,2.0509619919,2.55378166551,0.172751803256,40.0522370517,711.921878859,0.945945945946,0.110169491525
0.640839457802,0.902611190875,4.23626873104,0.445114647211,58.1480579424,42.244961181,1.64426206862,2.87525878987,17.1089979494,414.411968817,0.8,0.230769230769
0.528567344377,0.937125041384,3.19981338849,0.512009012287,43.7730958022,18.4195814607,0.160504565819,3.4897224106,5.86727606376,137.595510647,0.916666666667,0.47619047619
0.375539044354,1.0769652952,3.95919847828,0.450562450004,65.9336846712,36.8540305157,3.62017249191,3.41323564113,17.3458162253,682.007583515,0.958250497018,0.458426966292
0.378230854701,1.13570808781,9.59451886516,0.448099629478,87.8319023936,49.7459513538,0.158006347793,0.815460870655,32.3117416911,1152.2579171,1.0,0.363636363636
0.44892108564,1.09161747562,5.78307095468,0.519405962137,80.0701024221,2.65026334654,1.9717820001,1.71787796671,26.4275125915,763.31145128,0.90243902439,0.588888888889
0.579744341199,0.935102340282,4.15247399235,0.686050773823,40.3669810758,29.5022853407,0.522567304342,3.24772940698,34.5924391463,268.21558892,1.0,0.285714285714
0.861656898043,0.846880538503,9.28480369816,0.60743876371,60.5905848212,17.8241723684,1.15057678202,1.99289432477,9.85811027208,522.565673884,0.842857142857,0.351648351648
0.533273665093,1.03981720926,9.54925030126,0.565500580767,50.7359619031,10.1530347022,0.798733494186,2.34294570958,36.0143737906,841.728605337,1.0,0.416666666667
0.319281451692,1.04054857172,5.61269991252,0.576295606639,2.26292984662,20.4870553963,3.48891838012,1.81795223989,16.9392706962,1012.26459411,0.773195876289,0.142857142857
0.531428233318,0.958719153635,2.74191331404,0.574409268223,90.138345286,32.8350789559,2.62060205665,3.76653777612,11.0976342906,288.960583446,0.634920634921,0.0
0.771668817844,1.10369262085,2.39370717723,0.688352808847,68.708040634,13.1522612263,2.9135897788,4.70894680687,19.0317183,381.596514699,0.991525423729,0.458333333333
0.743507641015,0.820876248743,4.30088023736,0.594607174907,3.87561776489,9.73830532851,2.12356657945,4.12856415769,14.2505254148,441.830122817,0.954545454545,0.146341463415
0.233023567815,1.05440275591,8.85266758565,0.420709173464,34.9845790695,4.35711816354,1.04110333645,1.0220441769,21.4512011392,894.157872018,0.914893617021,0.328125
0.51774078096,1.05282408988,7.55481992929,0.487692923966,34.2189288579,17.0724338334,2.86197834007,3.9714726189,18.1426787473,1274.75549724,0.945736434109,0.506072874494
0.817999602649,1.10823852713,8.85006444791,0.667024879104,26.3244594665,34.0879126361,2.9850398306,1.40752745728,6.13859009654,1300.34357932,0.886956521739,0.49504950495
0.126419524523,1.05214638362,5.22200711103,0.665689837317,5.69490243488,14.3193366949,3.45257875235,3.92363757825,2.26632511258,754.265192388,0.792307692308,0.458607095926
0.230230098174,0.949859361874,3.71516391916,0.584997512109,83.6599372285,28.1347455347,1.45539475739,0.697898489741,12.4612466096,266.074451416,0.8125,0.0714285714286
0.577451972152,1.18997577038,9.72016376698,0.616410271827,55.3672224556,9.16274401164,3.70961241555,4.60893133703,13.317083943,2142.72762546,0.978927203065,0.278248587571
0.505414794125,0.846350217111,7.78161602208,0.466135664419,46.9699568905,13.4413024128,2.63259306008,2.12283977412,12.6812712225,756.473062422,0.937984496124,0.345945945946
0.630946939414,0.897413131521,4.38255161429,0.549956687078,31.0377223229,16.9874940506,3.07252752303,2.18769495167,15.9887279226,579.141990191,0.832285115304,0.0894495412844
0.271249023239,1.16208457468,5.87694751177,0.580326075027,26.2879870258,30.9885712841,0.842172267776,4.35467478485,10.2501057701,391.43675981,0.689655172414,0.0
0.445553739447,1.08185857611,2.409467869,0.684615656289,25.397662022,8.58430966085,1.1222385257,1.44001187981,11.6057869137,197.363157608,0.865384615385,0.430379746835
0.379424681339,1.13509748299,8.19847694798,0.535151778758,95.5853679198,6.98201864993,0.610848761257,0.989576223923,22.186877675,764.911151064,0.857142857143,0.684210526316
0.444729475721,1.11854550261,3.24270710375,0.412476695274,1.04512256192,18.7693782482,2.77653123865,1.87952202531,16.9936327418,435.726139181,0.798245614035,0.031914893617
0.861042557137,0.89860758802,8.20230730309,0.528260544701,23.0280051109,43.6388774084,3.96990192329,0.400109112065,2.85614896299,899.902731611,0.638968481375,0.0669456066946
0.233609039782,0.824916270318,7.82603517028,0.674639474652,54.6627778776,42.8545659386,0.821476251381,0.0629242464789,37.9006705305,403.572799808,1.0,0.4375
0.390135265321,1.1831318194,8.61966453506,0.437522019478,68.831196845,30.4797555024,0.865738910408,4.07062108355,36.1209538343,692.724755573,1.0,0.416666666667
0.253774827051,1.03768399567,8.10481332315,0.695109614006,69.2307021157,25.136786606,0.103546463971,4.10047206373,27.2611510287,780.127960819,0.857142857143,0.333333333333
0.216680559221,1.16828616841,3.04227405963,0.687962670094,25.7569541488,23.0911967513,3.84584008216,2.74668076447,15.8109985854,540.977087468,0.590206185567,0.0
0.536388927763,1.02719617998,3.92352739029,0.453110348683,61.0210246941,31.9792090549,2.46150536733,3.31573634787,11.8094158846,428.319426576,0.933333333333,0.377777777778
0.197202022799,0.971547396168,3.97180144047,0.69245550516,28.7825443592,45.7990863467,0.128318430874,2.83215565022,30.17622577,242.260405723,0.384615384615,0.0
0.235567000091,1.13336645561,2.95737150033,0.65906130531,97.4585730948,49.4503626897,3.69864256914,2.54144741229,5.72936625749,484.92537772,0.807692307692,0.155495978552
0.45387937288,1.09469562564,8.01568063416,0.466979829871,7.8518971567,23.6923649749,2.19603366938,1.14652507025,14.9084433605,1149.78838581,0.880281690141,0.358974358974
0.505839629981,1.0158009268,9.19757135398,0.587165907119,15.2147461057,15.7704033251,2.57123777587,4.00157071413,27.5713811327,1168.78774657,0.970588235294,0.285714285714
0.562048412662,1.0655521739,9.52917200542,0.678416403912,91.4372229136,3.35936708172,3.80719559473,1.1610890479,17.8220709232,1667.03100495,0.824949698189,0.206963249516
0.632314185301,0.86697784058,5.61885417872,0.404981192622,14.7914296078,1.57015568456,1.0686675227,4.75695147634,15.7716162226,376.880171761,0.957142857143,0.472440944882
0.680421701206,0.862890163711,8.85627277834,0.460220254568,53.7573407372,33.9184324028,1.85276298939,4.95870246059,20.678014594,601.553887124,0.759259259259,0.211538461538
0.535488786838,0.880507862417,7.19209908546,0.64316748057,99.4188131086,19.1446551313,0.824052943671,1.49849526404,8.44884860461,354.909903961,0.727272727273,0.0
0.162267684614,1.08059599341,7.59593153854,0.530726355062,67.156465708,48.6962591811,0.757075712036,3.4747303043,38.6270639492,752.467544705,0.44,0.0833333333333
0.745999769567,0.87933211321,6.84639874548,0.580205161871,1.16782946963,35.4978493697,1.9124962392,0.842456509048,3.1036554897,343.03490583,0.857142857143,0.522727272727
0.306631397503,0.97315061087,4.42812111925,0.406692974071,30.6603885539,29.5913567962,3.12987251757,1.97328003028,39.1085777601,822.821727376,0.905376344086,0.579
0.836631857874,0.885987758782,4.44559816842,0.400638305563,7.68420143659,31.0773569288,0.981565150313,0.527021035491,40.7255279492,223.825586623,0.857142857143,0.4
0.820427351115,1.19636881677,9.32649464204,0.443058433439,79.2387453639,22.6373242785,3.489609939,3.99143674263,18.5291508293,2439.82453578,0.714285714286,0.0178571428571
0.703480661619,0.955912277369,6.89093762234,0.696724782696,82.9211523006,35.2705218119,0.809574669957,3.15431000105,11.8160256448,312.235877181,0.722222222222,0.0
0.796435123123,1.0378599197,3.4488124461,0.579599237977,59.4303547611,24.5861960333,1.359790984,2.05341573222,29.4872858788,329.548404871,0.890410958904,0.398148148148
0.848070722857,0.988321123707,3.65847215709,0.626554869224,62.5037705858,46.7468886352,3.72690675025,3.10417626286,4.50696134721,512.003892549,0.587662337662,0.0109289617486
0.555303090999,1.05911218292,5.07247403439,0.57477530055,44.7877885997,28.7429716195,3.90153864979,1.7594358392,26.7130163096,933.673196448,0.894,0.315467075038
0.604232299577,0.930976253586,5.96487566048,0.509740459497,96.7442074475,8.80453801173,0.122580039064,2.6369897258,2.17439988711,249.629896328,0.791666666667,0.173913043478
0.146233688579,1.1050236065,3.85744521077,0.576749028845,58.3163041992,45.7382127795,1.17075478988,1.77008095556,11.5875906915,397.490808928,0.65625,0.0
0.563766886986,1.17521291682,7.26106552342,0.482250220234,70.3515652848,31.9649171446,1.59158503423,3.5767709819,5.08664983662,955.946222317,0.88,0.0833333333333
0.766543148272,1.01914850639,2.0980427719,0.693102666974,65.3746695736,49.8029343192,2.02764302173,0.767851475429,24.5458317392,208.252276143,0.689393939394,0.0
0.848659768673,1.055116628,5.69198396882,0.400211564701,56.5594585829,37.5512578665,0.729257754064,0.587463805842,19.7765977303,375.718214243,0.823529411765,0.0666666666667
0.574482485408,1.18384091756,7.53897178611,0.581453585061,67.5138115194,12.1460144665,2.44007021349,3.29049654336,22.5649251122,1468.22757845,0.96,0.433962264151
0.408158591332,1.06697885667,3.89235464263,0.515293988631,37.0668852725,47.4023040683,0.418011949804,3.68321736293,39.2036570687,224.357339828,0.5,0.0
0.681114347202,1.085427681,9.81331032894,0.520869522817,45.228720347,22.320450061,0.49175681019,2.92744729902,1.84447811764,377.781774777,0.8,0.555555555556
0.441177525414,1.12644590382,5.17698373745,0.471488924783,32.0601255919,13.3060067574,0.836602312414,0.161879670671,13.9588237202,569.325141222,1.0,0.588235294118
0.516773284566,1.04595005113,8.04260834401,0.435660925088,89.0821439377,30.4950663293,1.28010716766,3.91177712181,9.13692820459,847.283037791,0.882352941176,0.433962264151
0.279014079469,1.14702679898,6.31943277304,0.635363013445,87.1853376225,27.1494328929,2.4721312557,2.44036844639,23.9918909736,1117.3981241,0.955128205128,0.43984962406
0.6478205244,1.13701821373,6.10073244575,0.601846335996,13.7674588276,27.3924969149,3.32190135478,4.05501260911,35.7882035669,1541.38158331,0.990588235294,0.395114942529
0.693322446886,1.15320458807,8.57426277433,0.697876834559,49.0300062609,45.6121429071,3.49217053801,4.80838053449,23.5474054227,2095.41672824,0.787096774194,0.00813008130081
0.877433996958,1.03246647598,7.23790455425,0.485018589565,51.9275437346,16.2630949294,1.99702400061,1.83281963418,18.8610477093,994.404382444,1.0,0.481481481481
0.77557484809,0.974005924867,6.70234840606,0.688698307716,18.2085911116,13.5372191507,0.221431228823,1.71574776678,3.61950611427,401.966576463,0.888888888889,0.407407407407
0.449124187534,1.01146388703,2.35979566002,0.606054798615,92.6111658661,13.1440109509,1.43377644274,3.00930338872,35.6042523847,300.693131971,0.75,0.0
0.800794074226,0.945759804145,6.32051685446,0.437159130804,24.7494771836,37.2635042058,2.67695763412,1.41347771173,18.4078396366,822.864304756,0.885714285714,0.21186440678
0.859429112427,0.836293226732,5.71254914488,0.688773425362,95.9274680004,48.3484004404,0.268921134481,2.06905515318,37.1290480812,230.719666752,0.888888888889,0.428571428571
0.512902956952,1.01131619212,2.20087986581,0.540689301533,91.3557047645,12.5843826515,2.43700212841,0.789924268133,1.07163481899,262.184792385,0.485981308411,0.0
0.445589780472,0.925002419431,3.45851660327,0.574798242184,73.2199224953,27.7532581038,2.18923734247,3.1704574683,30.8834398183,494.559791058,0.740384615385,0.0609756097561
0.528737253171,1.07511866555,4.30149127488,0.42952954642,95.7145862078,10.3148827685,3.73372794885,4.49811391973,19.1432419738,753.579327109,0.970720720721,0.284053156146
0.81870318579,0.943013938952,9.18215079038,0.457577859048,13.3994596926,45.1625300966,1.94959764289,1.07249082019,20.1349969987,691.471479629,0.877551020408,0.475609756098
0.266904933234,1.11732498586,3.46945052179,0.509186552948,92.8316545976,12.2126937946,3.84692851379,4.25464648267,26.4671828482,667.927069453,0.93153526971,0.177655677656
0.663626628275,1.10932698869,6.83306583926,0.658675292413,96.476082845,39.9863736265,0.871129299351,1.58673547537,36.9211032022,681.854194237,0.916666666667,0.214285714286
0.1842435587,1.11412963987,7.31752763417,0.400190731925,41.1379780319,4.65365472385,2.24406062566,1.8352464333,42.8697759937,1644.98060382,0.902777777778,0.516728624535
0.702222679682,1.13057878604,4.93798764768,0.51742935702,56.0375267832,26.8650022755,3.4370942342,1.10788519847,18.7723071408,1045.97531226,0.876923076923,0.390839694656
0.888446833061,1.02662099132,7.50915270367,0.459751455233,41.0598892314,20.6486565956,1.3873240063,4.64093911892,35.9857076488,792.969553196,0.971830985915,0.336538461538
0.416770974055,0.893253420385,9.29267985781,0.450122394717,27.4129988998,33.6166400754,2.13007201351,4.56937862851,4.15084101361,676.709346556,0.779141104294,0.111888111888
0.207417908851,0.957061997576,3.34033184148,0.610253805311,70.3111617853,31.050922295,1.72073013942,3.56506772234,9.80573783064,331.420059223,0.926829268293,0.366666666667
0.616587577521,0.935955857092,8.45230972034,0.510932527183,22.1976622165,13.2788925596,1.00879333504,2.33613068676,39.6367933491,654.563484409,0.938271604938,0.296296296296
0.355667522477,1.03929026454,8.98967641154,0.531819392975,2.56827168822,37.8559427702,3.53797120329,1.35450058347,37.7317017849,1677.73733701,0.826254826255,0.0338600451467
