aa,sced,cplx,site,resl,acap,etat,rely,data,prec,pmat,aexp,flex,pcon,tool,time,stor,docu,b,plex,pcap,kloc,ltex,pr,ruse,team,pvol,$>effort,$>months,$>defects,$>risk
4.82408130764,3.14627114377,1.60814865923,1.08055456902,3.60503745739,3.30207506456,3.99962460556,1.66267185031,2.34367507097,2.19670478654,2.0506423757,4.19775589667,4.29197924963,4.23940634156,4.15232842528,3.09715251727,3.79392293135,4.66084652606,5.28584738354,2.22488945182,2.08333747884,883.225353892,1.11741663015,4.46689573706,5.19584452666,1.49360875711,2.1646302804,3507.89986669,44.2088948682,11656.5221826,2.14477211796
4.49511113366,3.86627981322,1.35429193295,5.36059186609,1.0048077665,4.63213920314,1.52691830744,3.42646543051,4.91634916027,3.35673484875,1.24263581313,2.95787227055,1.8643569245,2.34427340025,3.95770346007,3.34157162918,5.54306466807,4.77105467945,8.78311883558,4.36429959228,2.07134916277,698.605520828,3.51953617726,2.32697423642,4.44395413455,3.43645971981,2.7425571891,1210.81632675,34.869450427,11446.8255559,0.536193029491
5.88496482179,3.39293029734,1.40799626258,3.54976606175,3.45933807381,3.73818570788,3.93211098023,1.65146296465,2.00453722977,1.35880798648,2.1888391368,4.98186713232,2.70958300718,4.41985024395,4.91033196744,5.60812620376,5.44876787017,3.43010236872,9.42997278367,1.61811382246,3.35367645806,206.112196741,2.52021804497,4.83826633488,2.67277272064,4.37423602473,4.04192380825,267.604191746,20.1674019877,3648.22841774,1.60857908847
3.82376339089,2.26294321729,5.16895939123,1.09453752685,2.73063041204,3.66798349569,3.25217254956,4.98278810417,4.27302215666,3.09808297688,2.98703102832,4.16852547013,1.2984631726,4.20650885007,2.58122951525,3.07757408803,5.19133447894,1.85193084857,4.47004400267,2.97688009836,3.95759534501,903.904887873,1.48624297068,1.40529032257,4.04580999023,2.5543312092,4.36849205729,6762.79285658,46.2547930993,40621.1003984,1.07238605898
5.51817464124,1.70900418595,1.22576651962,3.07501108306,3.11671273567,3.46548690072,5.11380257108,4.72540061104,2.45848837104,2.71957558694,3.62500487078,3.42501710744,2.69448220393,1.92011282888,4.48498621935,5.55101388013,5.39115406992,3.08323188499,9.41467849313,1.10376783603,3.35203332438,897.851689081,1.73848030925,5.40267995191,3.90479386418,4.49057862525,2.29688994902,2463.30503932,27.3424300757,7538.33435507,3.48525469169
5.89393553367,3.31645274844,4.59508401547,5.90059386722,3.81213013777,3.62143611943,1.59558522275,2.01234435011,3.09749502583,1.02717188573,1.38225694911,3.52986642276,4.57454473984,4.4673586452,4.60862284045,5.03641590972,5.01834464988,3.29061037519,6.31562710997,3.60658508939,2.05060479764,805.376429663,3.35844772953,5.92691986267,3.47460830423,2.2008504321,3.80276824035,1601.30068807,35.945143939,6051.52611091,0.0
1.71228392581,4.96189467929,4.76870449252,5.2919118158,4.06003516051,2.15753247373,5.72921519217,3.94608750744,4.19446379889,4.0109145935,2.38676925235,4.88082070742,4.86487309369,2.58810627924,2.49649517051,3.02874955447,4.03245654765,1.53157390041,8.41708406388,4.23186394156,4.5604476251,855.556257481,1.4313709582,1.03084267855,4.82258251348,2.02870423931,3.83121828763,1415.60137019,44.6772323518,12799.4389164,0.0
5.25016822193,2.76872498611,1.78818783332,5.98878746372,1.49208348181,2.41777971384,3.08420983843,4.51702871822,3.81150148236,3.57217682076,1.10717967165,3.39347879268,3.36130157535,4.36915552971,1.18435645154,5.73524598719,5.9897317557,1.67230971258,8.38210010119,4.28249374089,2.89027953693,586.478503869,2.96761910663,2.04142819069,5.87861891892,1.56626671272,4.00816852115,1819.92778577,32.3640647969,18632.6589918,4.82573726542
2.65332122172,2.20041677833,3.51156056617,2.31279849109,2.169738874,4.98570608682,5.84817932113,4.5287186234,4.15081974684,2.96969111826,1.25143107745,4.60364187607,4.38199204018,3.13446076247,1.26363555147,3.21845146397,5.36729798024,3.95106801454,3.35323155195,4.98300239592,3.0218974716,360.573004765,2.44935137376,2.22306575079,4.15525447057,1.7441702828,3.48128983387,1301.5336376,27.84780995,11954.3533563,2.14477211796
5.29786004634,2.16747290164,4.86363789227,5.9337305648,3.59356513759,3.12626618322,5.06751189936,2.02322151009,2.83850130271,3.7878284443,3.26054120861,2.44986992993,4.17369143154,4.95467280895,4.07931503544,4.54223085375,5.27591889957,1.15061980448,4.09405183297,1.91151965847,4.75052336925,194.128363007,4.23019165024,3.35929451665,4.74397807232,3.09770487288,3.66148507338,279.043087864,16.6560985616,1352.85911525,1.07238605898
2.97543426074,2.04490588576,3.00142627347,5.49820960259,1.3284350779,3.11291580028,3.81272945163,4.35007238673,3.97612626952,1.3347886477,3.48830198067,1.70424018336,3.38193954638,4.46568709483,4.05594492751,4.12705048314,4.15036623784,3.79357285004,4.16001657374,1.32171306518,1.62436030444,672.63690351,3.66763252378,1.48944746287,3.81081829783,2.69752661541,4.7096443498,4405.25092699,40.3033310058,20913.8568158,2.9490616622
2.16173423809,1.93687307934,3.33962385656,1.20169737016,3.93643407505,3.74683554679,4.17454151465,3.97068215415,2.90954176483,1.44566422918,2.4256951929,2.89345635704,1.01848891749,2.27148766693,1.01023515571,4.04055150162,4.7111244295,2.49021409251,6.29975245082,2.87466977888,3.33482806134,794.240930892,4.60123934147,4.60973759083,3.43439069905,3.5937112488,4.80520867174,6945.53063944,41.0702378564,31730.6899478,4.02144772118
2.42687986668,2.82222943984,2.40398187786,2.96772823129,1.53739396102,2.9495994963,3.67222391024,4.06337645389,2.90118752934,1.37569266566,1.62701036774,4.55672928195,3.65844835003,1.99839616747,3.32471168159,5.67542019297,5.09166632115,4.5880527443,8.65755308019,4.71517006666,1.19741234348,703.512125401,3.24997528021,2.65363508598,5.42931971251,3.05038456607,3.82249521944,5324.83330451,44.5513246605,30578.4908575,2.9490616622
