aa,sced,cplx,site,resl,acap,etat,rely,data,prec,pmat,aexp,flex,pcon,tool,time,stor,docu,b,plex,pcap,kloc,ltex,pr,ruse,team,pvol,$>effort,$>months,$>defects,$>risk
2.81961836433,4.18158946749,2.86763079655,5.90925210687,2.40995082731,2.94415781543,1.28542190265,1.28752885721,2.86527347762,3.89261130174,3.88172900586,4.70524822484,3.45929489407,4.56638687618,4.42993321517,4.84053550012,3.6406560609,2.07628444236,7.52597020802,4.95487733622,3.84395416537,493.043408584,4.87812734907,3.55262580058,2.77969817761,4.79205379149,4.27773940225,184.968949495,23.9221043237,3275.77715554,1.34048257373
5.17388788014,3.76681628574,5.39024985857,5.70958329913,1.93050805397,2.99613176766,2.10776923915,2.85786679678,2.64958498379,3.7768621982,3.15677773827,4.20962363566,4.14685394933,2.32515336611,1.80871563132,3.50492573221,4.39714525707,1.92608770902,3.65735527596,2.50181844681,2.99415209789,711.127327748,3.47306722182,4.31868989461,4.49312911373,2.27460645031,3.92688539563,2514.94513081,41.1609729418,19538.3345842,1.07238605898
4.6004640634,2.20617402229,5.24346870457,3.72810679913,2.02747983737,3.75988430531,3.46155574373,4.72594249655,4.01917795862,1.56198441863,2.66055902382,4.16953093238,3.4147762554,4.25248733088,4.70746310308,5.57010861701,5.18775681935,4.03807678305,3.5520762605,4.02603120603,2.35347267821,848.578660262,1.93694513415,3.16166491658,5.8246544105,1.33923944793,2.0428949884,5391.90719397,44.1693876793,22908.1426446,1.87667560322
3.70658601206,4.25013230796,3.25477182657,4.68527472472,3.78328723291,3.03512120355,2.89468728064,4.88145386966,2.23853008474,1.12866094505,3.88236841114,4.84188874274,2.52001757149,2.10500054722,1.29130889094,3.21746222485,3.39080040497,1.97727357435,3.50936872934,4.33394815716,4.38434568216,377.443981492,3.41191630969,2.07609654737,3.69037473723,2.12689527152,4.87938779658,815.059780615,39.979233549,5270.17970735,0.0
2.05254125321,4.67380073214,1.71141687084,5.6278851146,1.57233899373,1.67015639615,2.51277148599,4.21181107403,4.02405770193,1.73225097735,3.65425558505,1.0131611552,4.19313467714,4.82177057247,4.85153772807,5.11342137695,3.76962464456,3.91617980081,4.91155356048,2.34919339907,4.67999343831,965.110098107,2.53768881016,4.86415732539,5.15652577093,4.52261400059,4.77444928163,5091.9609013,68.8214356482,12725.7673505,1.34048257373
4.83557839967,3.68322953906,4.64732740775,4.13988274914,4.02285145368,2.43328572757,4.36739303014,2.85428170401,2.689630808,2.56125353901,1.93249271516,3.20627717023,2.90694593891,4.87784136806,1.49002340347,4.03898694827,5.04393470109,3.64102290838,9.56729378866,4.9146799126,4.03851849655,932.5323826,2.6201755662,3.32788576882,2.17823798013,3.18210212848,3.96598522294,1012.30575116,31.0092041154,16531.0914793,2.68096514745
5.45972179562,1.77059033983,2.33883610534,4.69884039787,2.61003501817,4.6795066473,1.24697366193,1.14121513821,3.53387718124,1.90899968102,1.14304321136,4.14720679119,2.78266849605,1.19603522709,3.07472457311,5.76301970032,5.70274742749,4.74624285316,6.95340048252,4.41302462649,1.17360996555,606.64191234,3.04852998703,4.51227792958,3.75746458884,2.84006418773,3.79279867819,2076.48910073,28.1005449628,16233.9681792,4.82573726542
4.12328142362,4.47864832455,4.11686864034,2.85299716475,3.34463708265,1.27718867219,1.16861697592,1.50754663049,2.42623966411,1.66212683796,2.02653897369,4.44888379897,1.99119038721,1.75064763763,2.29563444444,5.35613441767,3.23560221238,1.5890577492,4.98298810692,2.58499299666,1.77823641221,497.312554677,4.8302900385,1.93919674117,2.8632020158,3.75047341036,2.93665750331,1169.18988061,44.6984185803,32133.0377489,2.14477211796
4.35185343414,4.36621190817,4.39779015013,2.61290202937,2.35807213802,1.74866415571,2.51444894808,4.69413280692,4.60789647897,4.11065112008,1.5928407071,4.65199294155,4.93275378044,3.20618166267,2.19729688672,3.83267817025,4.47734577906,3.71481181227,3.91039066441,4.48159122688,4.90033514901,833.350246796,2.62581990631,3.74012340219,5.83146849126,2.07677728446,4.421277598,3359.36548334,61.0705788957,21240.1339927,2.41286863271
4.06014754599,4.03945599553,2.87719046317,3.90085997155,1.36675315389,4.40009425326,2.90361461427,4.06032805177,2.13072788638,4.85252773353,4.52231578734,3.8754959847,2.09390319556,1.61549533237,3.78990390447,3.97615846578,5.54668314249,3.7110192539,3.57826077433,4.43736288317,1.000180235,888.87632743,1.78230031962,5.79395216565,5.70626655701,1.43333364221,3.049325997,4286.34633464,62.2869441185,8178.9210358,1.07238605898
