aa,sced,cplx,site,resl,acap,etat,rely,data,prec,pmat,aexp,flex,pcon,tool,time,stor,docu,b,plex,pcap,kloc,ltex,pr,ruse,team,pvol,$>effort,$>months,$>defects,$>risk
5.65168033589,3.93095272116,2.64617847841,2.50589938358,2.50804954853,1.33154413397,3.36963272532,3.7491742101,3.25237700005,4.16219723107,2.34684500215,4.23042158942,2.89256210212,2.67405349404,3.6715692943,3.96859513846,3.53835197179,4.17075498693,7.78406207347,2.34043816936,4.43995775182,388.115311854,3.83830894343,3.72962399468,3.92559847962,2.79976085531,3.39111096309,1237.92680503,33.171568807,4764.01196213,1.07238605898
5.58117574121,1.89261334997,3.0539228161,5.66840997754,1.58548178755,3.17740877041,2.91977261627,3.86096795149,2.68282577805,2.43730269159,4.31731236186,4.55378559485,4.86255095447,2.91525622121,4.09603385763,3.13920836325,4.53770479691,1.03386702041,6.02289153854,3.73471857746,2.45761472716,196.282182613,2.1221602979,2.91945526885,5.93729564666,3.86255251406,2.93672274063,537.732260611,17.7350423477,2494.78061862,2.41286863271
4.61072958941,4.02510996225,4.65391054291,4.72691992556,2.8572021332,3.31004711451,2.86820432457,4.86179031213,2.12464804723,3.58052571252,1.52715508252,3.81339322956,2.54924466315,1.79831454219,3.11129938479,5.72232361772,5.95949733514,1.49664427038,9.33638313577,3.36312305169,2.8604318538,321.230282064,4.29894779978,5.61766276721,4.28224352248,1.34366054762,2.11043683608,1087.94771296,42.6390430063,6829.10953283,0.0
5.78883560666,3.52734198669,4.6154129242,4.96423137415,1.40759385978,2.15809238638,4.72166265167,1.37238345278,2.24414153715,3.26886381212,4.17994421495,2.86614216432,3.47704627348,4.02117093193,2.45307818695,4.14528578645,3.66078407789,2.79677300017,4.07612798234,3.07529543127,1.72992168663,793.704700995,1.38655463929,1.57740165536,3.46224638868,1.00664062476,2.47273579509,4924.23973177,51.0097090201,26488.8261685,3.21715817694
3.51873497978,3.26704337682,4.95042737608,5.87863682986,1.33613087498,2.96297670005,4.27185425144,2.34218467237,3.02006581389,4.46643075067,1.74822096343,4.46026821928,4.42363326508,2.82685106813,3.6800778794,3.61430794605,3.63928030258,2.226952603,8.61900761432,4.43323265054,3.9754891421,321.801790937,2.6325306308,4.89806501518,5.82928213728,1.2838510055,3.9558166585,636.378805307,27.1936074128,6929.72948518,0.536193029491
3.74099842551,4.34586861119,3.50268866314,2.59470101565,2.31500886366,3.90266221896,2.16166027475,1.58960871252,2.21688681795,3.28409357499,2.5192407528,1.44330154102,3.3718387177,1.38700931819,1.00042755789,3.93857963078,5.42416955088,4.36160392507,9.10419778494,2.83636096272,4.37555383515,39.9647873297,4.80843089238,1.64657152294,5.20943491589,3.25185360335,4.66175922218,287.301989458,28.4092469668,3428.91570029,2.41286863271
1.24720894556,1.22896948919,4.87899679334,4.76730049455,1.49712592365,4.40823931158,5.80457741595,2.91226312259,2.41226067713,4.96647741842,3.93380145309,2.13221192659,2.20356085518,1.00904962652,4.23975751834,5.66239526419,4.71016536469,3.09729872865,4.85769654792,1.85530591198,4.44951070115,574.404050868,4.30095427728,4.11259135726,5.65392210547,2.47281043796,2.89610065568,2776.09595115,28.8333045267,12970.4189321,2.41286863271
5.04559737255,2.08253495192,3.5156073397,4.50182279642,4.86336668407,1.5018888457,3.8471722345,1.64595706153,2.79694203247,1.87648268052,2.02651700959,3.56264307135,1.4624005851,4.45869691734,3.09448233903,3.72879631666,4.53988203399,2.55219212999,9.89289365817,2.09931881296,3.249445475,315.69732972,2.13903732913,4.91861054169,5.75091033358,1.82514255087,3.94121893426,1700.56867282,29.8369688025,15617.9598897,2.41286863271
1.51808054755,1.355101126,5.19200119605,3.51752560214,3.55363228171,3.39313549512,3.4586391928,2.69174533462,2.78586781088,2.14945111559,3.50255351663,1.11261239171,4.61106710459,2.30706368467,4.63656171575,4.69139982902,4.89913610952,1.56749781289,6.32769806966,4.93241592394,2.7874481159,339.17186011,3.63479288969,4.36915777298,5.24663057555,3.83325791491,4.77357737905,1949.8811662,26.2846267889,12847.2132204,3.75335120643
1.73890057482,2.16399153222,5.51637187104,1.6207159533,3.96360487225,4.82675303147,5.89132699821,2.90046115505,2.41023330617,1.51656206271,4.28304288135,1.6190587717,4.75554187644,4.79843163065,3.52067636882,4.43131091232,3.14629927714,1.03671369296,8.39972625634,1.76063227868,4.38187731888,159.671059596,4.76035419772,3.95684244357,4.9655359132,3.96497776983,4.04562599053,484.357177277,19.0050760089,3940.39936494,2.41286863271
